sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	fasta_file	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8
1_NSC59_10_15	CSIRO2019_1_NSC59_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC59 core  10-15 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC59_10_15_q15_len300_sup.fastq.gz							
1_NSC04_15_20	CSIRO2019_1_NSC04_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC04 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC04_15_20_q15_len300_sup.fastq.gz							
1_NSC07_15_20	CSIRO2019_1_NSC07_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC07 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC07_15_20_q15_len300_sup.fastq.gz							
1_NSC08_15_20	CSIRO2019_1_NSC08_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC08 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC08_15_20_q15_len300_sup.fastq.gz							
1_NSC12_15_20	CSIRO2019_1_NSC12_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC12 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC12_15_20_q15_len300_sup.fastq.gz							
1_NSC14_15_20	CSIRO2019_1_NSC14_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC14 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC14_15_20_q15_len300_sup.fastq.gz							
1_NSC17_15_20	CSIRO2019_1_NSC17_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC17 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC17_15_20_q15_len300_sup.fastq.gz							
1_NSC18_15_20	CSIRO2019_1_NSC18_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC18 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC18_15_20_q15_len300_sup.fastq.gz							
1_NSC20_15_20	CSIRO2019_1_NSC20_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC20 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC20_15_20_q15_len300_sup.fastq.gz							
1_NSC21_15_20	CSIRO2019_1_NSC21_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC21 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC21_15_20_q15_len300_sup.fastq.gz							
1_NSC30_15_20	CSIRO2019_1_NSC30_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC30 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC30_15_20_q15_len300_sup.fastq.gz							
1_NSC35_15_20	CSIRO2019_1_NSC35_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC35 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC35_15_20_q15_len300_sup.fastq.gz							
1_NSC37_15_20	CSIRO2019_1_NSC37_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC37 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC37_15_20_q15_len300_sup.fastq.gz							
1_NSC39_15_20	CSIRO2019_1_NSC39_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC39 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC39_15_20_q15_len300_sup.fastq.gz							
1_NSC40_15_20	CSIRO2019_1_NSC40_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC40 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC40_15_20_q15_len300_sup.fastq.gz							
1_NSC41_15_20	CSIRO2019_1_NSC41_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC41 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC41_15_20_q15_len300_sup.fastq.gz							
1_NSC52_15_20	CSIRO2019_1_NSC52_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC52 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC52_15_20_q15_len300_sup.fastq.gz							
1_NSC60_15_20	CSIRO2019_1_NSC60_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC60 core  15-20 cm (2019)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2019_1_NSC60_15_20_q15_len300_sup.fastq.gz							
2_NSC01_5_10	CSIRO2023_2_NSC01_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC01 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC01_5_10_q15_len300_sup.fastq.gz							
2_NSC03_0_5	CSIRO2023_2_NSC03_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC03 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC03_0_5_q15_len300_sup.fastq.gz							
2_NSC03_5_10	CSIRO2023_2_NSC03_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC03 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC03_5_10_q15_len300_sup.fastq.gz							
2_NSC04_10_15	CSIRO2023_2_NSC04_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC04 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC04_10_15_q15_len300_sup.fastq.gz							
2_NSC04_5_10	CSIRO2023_2_NSC04_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC04 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC04_5_10_q15_len300_sup.fastq.gz							
2_NSC06_0_5	CSIRO2023_2_NSC06_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC06 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC06_0_5_q15_len300_sup.fastq.gz							
2_NSC07_10_15	CSIRO2023_2_NSC07_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC07 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC07_10_15_q15_len300_sup.fastq.gz							
2_NSC07_15_20	CSIRO2023_2_NSC07_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC07 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC07_15_20_q15_len300_sup.fastq.gz							
2_NSC08_0_5	CSIRO2023_2_NSC08_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC08 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC08_0_5_q15_len300_sup.fastq.gz							
2_NSC08_15_20	CSIRO2023_2_NSC08_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC08 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC08_15_20_q15_len300_sup.fastq.gz							
2_NSC09_5_10	CSIRO2023_2_NSC09_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC09 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC09_5_10_q15_len300_sup.fastq.gz							
2_NSC10_1_15	CSIRO2023_2_NSC10_1_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC10 core  1-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC10_1_15_q15_len300_sup.fastq.gz							
2_NSC15_10_15	CSIRO2023_2_NSC15_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC15 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC15_10_15_q15_len300_sup.fastq.gz							
2_NSC16_0_5	CSIRO2023_2_NSC16_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC16 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC16_0_5_q15_len300_sup.fastq.gz							
2_NSC17_0_5	CSIRO2023_2_NSC17_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC17 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC17_0_5_q15_len300_sup.fastq.gz							
2_NSC17_10_15	CSIRO2023_2_NSC17_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC17 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC17_10_15_q15_len300_sup.fastq.gz							
2_NSC17_5_10	CSIRO2023_2_NSC17_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC17 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC17_5_10_q15_len300_sup.fastq.gz							
2_NSC18_15_20	CSIRO2023_2_NSC18_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC18 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC18_15_20_q15_len300_sup.fastq.gz							
2_NSC20_15_20	CSIRO2023_2_NSC20_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC20 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC20_15_20_q15_len300_sup.fastq.gz							
2_NSC21_10_15	CSIRO2023_2_NSC21_10_15	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC21 core  10-15 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC21_10_15_q15_len300_sup.fastq.gz							
2_NSC21_15_20	CSIRO2023_2_NSC21_15_20	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC21 core  15-20 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC21_15_20_q15_len300_sup.fastq.gz							
2_NSC21_5_10	CSIRO2023_2_NSC21_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC21 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC21_5_10_q15_len300_sup.fastq.gz							
2_NSC22_0_5	CSIRO2023_2_NSC22_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC22 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC22_0_5_q15_len300_sup.fastq.gz							
2_NSC23_5_10	CSIRO2023_2_NSC23_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC23 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC23_5_10_q15_len300_sup.fastq.gz							
2_NSC24_0_5	CSIRO2023_2_NSC24_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC24 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC24_0_5_q15_len300_sup.fastq.gz							
2_NSC24_5_10	CSIRO2023_2_NSC24_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC24 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC24_5_10_q15_len300_sup.fastq.gz							
2_NSC25_5_10	CSIRO2023_2_NSC25_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC25 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC25_5_10_q15_len300_sup.fastq.gz							
2_NSC26_5_10	CSIRO2023_2_NSC26_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC26 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC26_5_10_q15_len300_sup.fastq.gz							
2_NSC27_0_5	CSIRO2023_2_NSC27_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC27 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC27_0_5_q15_len300_sup.fastq.gz							
2_NSC28_5_10	CSIRO2023_2_NSC28_5_10	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC28 core  5-10 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC28_5_10_q15_len300_sup.fastq.gz							
2_NSC30_0_5	CSIRO2023_2_NSC30_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC30 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC30_0_5_q15_len300_sup.fastq.gz							
2_NSC33_0_5	CSIRO2023_2_NSC33_0_5	ONT long-read metagenome sequencing of soil metagenome: Boorowa NSW NSC33 core  0-5 cm (2023)	WGS	METAGENOMIC	RANDOM	single	OXFORD_NANOPORE	MinION	Shotgun metagenomic DNA library from agricultural soil cores. DNA extracted with DNeasy PowerSoil kit, prepared with ONT ligation sequencing and barcoding, sequenced on ONT MinION using R10 flow cells. Reads were basecalled with Dorado v1.3.0 in super-accurate (sup) mode.	fastq			CSIRO2023_2_NSC33_0_5_q15_len300_sup.fastq.gz							
